topic,mean_reaction,mean_sentiment,mean_confidence,avg_views,n_posts,example_post
5,-0.560646694214876,1.0,0.7525545902981245,126397.05991735538,484,"Следователи начали проверку после крушения обрабатывающего поля двухместного легкомоторного самолета Х-32 «Бекас» в Рязанской области, сообщили РБК в пресс-службе Западного межрегионального следственного управления на транспорте СК. «Организован осмотр места крушения, устанавливаются все причины и условия произошедшего», — уточнили представители Следственного комитета. Падение самолета произошло примерно в 7.50 мск, сообщили РБК в пресс-службе Московской межрегиональной транспортной прокуратуры. При падении самолет не загорелся, пилот погиб"
9,-0.06753488372093024,-0.25792811839323465,0.788749263604146,261325.05919661734,473,"Иран допускает возможность прямых переговоров с США в обмен на «жест доброй воли» в виде смягчения санкций или разморозки части его активов, пишет Reuters. Тегеран хотел бы увидеть от США конкретные жесты, прежде чем вступать в переговоры с американскими чиновниками «лицом к лицу"
11,-0.04013725490196079,-0.35947712418300654,0.7957382668337272,224759.02396514162,459,S.T.A.L.K.E.R. 2 слили на торренты — прошло всего полтора часа. Погнали за маслиной
13,-0.5437714285714286,1.0,0.7514101541959323,151806.9076923077,455,"Купив доллар за 82 рубля сейчас, а продав к концу года хотя бы за 100 рублей, можно заработать 22%, прогнозирует аналитик Александр Потавин. По его словам, в случае улучшения отношений с Западом доллар может временно опуститься ниже отметки в 80 рублей, однако после этого его курс продолжит расти"
8,0.5465701149425287,0.9954022988505747,0.7481125667177397,129084.3908045977,435,"Президент Перу Хосе Хери объявил в Лиме чрезвычайное положение на фоне массовых беспорядков. Участники акций протеста на прошлой неделе требовали отставки нового главы государства и борьбы с преступностью. Протесты переросли в столкновения с полицией, в результате которых погиб один человек. Около 100 участников протестов, включая полицейских и журналистов, получили ранения. После них Хери отказался уйти в отставку. В полиции Лимы произошли отставки, а охрана столицы за неделю была усилена Кадры протестов в Лиме — в фотогалерее РБК. Фото: Angela Ponce / Sebastian Castaneda / Reuters Следить за новостями РБК в Telegram"
31,0.8387558685446009,-1.0,0.803353338734085,124828.13145539907,426,"ChatGPT Atlas ИЗМЕНИТ поиск в интернете Читаем внимательно, вот как мы будем пользоваться интернетом следующие 10 лет: • Никакого привычного гуглинга • Atlas выдает контекстный ответ сразу с главной инфой • Всё сразу можно уточнить у ИИ Больше никаких страниц со ссылками — В С Ё. Их всё ещё можно открыть, если очень хотите"
25,0.46846190476190475,-0.48095238095238096,0.7940842094875518,193589.28095238094,420,"ИМБА для студентов и школьников: вышел ИИ-репетитор, который прокачает мозги по ЛЮБЫМ предметам. Вот что YouLearn умеет: • Делает удобные лекции из ЛЮБОГО текста • Саммаризирует, объясняет, повторяет — лучше любого препода • Генерит квизы, карточки и тесты на закрепление • Понимает текст, аудио, видео, сайты и даже ролики с Ютуба • Работает БЕСПЛАТНО! Сессия, трепещи, забираем палочка-выручалочку — тут."
17,0.48653164556962025,1.0,0.7513490062725695,156951.7924050633,395,"США и Украина могут прождать несколько десятилетий, чтобы получить доходы от соглашения по минералам, пишет Reuters. Разработка шахт, добывающих стратегически важные полезные ископаемые, может занять от 10 до 20 лет, заявили агентству консультанты по горнодобывающей промышленности"
35,-0.05658684210526316,1.0,0.753321718385345,558403.3289473684,380,"Россиян хотят штрафовать за «противозачаточные видео» и за дискредитацию материнства. В Госдуме считают, что в соцсетях складывается тревожная тенденция: женщины всё чаще транслируют депрессивные настроения после рождения детей. Фразы вроде «лучше бы я не рожала» называют подрывом традиционных ценностей. По словам депутата Иванова, такие публикации вредят демографическому благополучию страны, поэтому он предлагает запретить подобный контент законом."
10,0.0,-1.0,0.8125206784639182,443524.5862068966,377,"Стармер пытается компенсировать внешней политикой и русофобией проблемы Британии, поделился мнением в беседе с РИА Новости почетный профессор политологии Кентского университета Ричард Саква. ""Всегда намного проще обратиться к внешней политике, где есть готовые ответы. Это не отвлечение (народа от домашних проблем – ред.), это компенсация активности со стороны властей как таковых и Стармера в частности"", - сказал Саква в беседе с агентством в кулуарах XXII Ежегодного заседания Международного дискуссионного клуба ""Валдай"". В то же время, отмечает профессор, даже в вопросе внешней политики нынешнее британское руководство отчасти продолжает продвигать линию, доставшуюся ей от правительства консерваторов. ""Кир Стармер унаследовал некоторые политики от предыдущих властей и продолжил их. Так, он стопроцентно привержен продолжению войны на Украине, пока не будет найден военный путь решения. Поэтому на первый план и вышла традиционная русофобия. А что касается Палестины – Кир Стармер вызвал обширное недовольство на домашней сцене из-за его не критического произраильского подхода"", - подчеркнул эксперт. Ранее телеканал Sky News сообщил, что Стармер стал самым непопулярным премьером Британии в истории"
21,0.34572549019607846,-1.0,0.8091539999350112,199613.75910364147,357,"Тинькофф опубликовали в AppStore новое приложение Т-старт. При входе в банк появляется плашка, предлагающая скачать приложение. Приложение будет доступно несколько часов Пишут в тинькофф."
44,0.5996348314606742,0.9943820224719101,0.7510731737600284,137818.33146067415,356,"Андроид Unitree первым выполнил обратное сальто без гидравлики Двуногий робот H1 от китайской компании Unitree стал первым андроидом, который выполнил сальто назад стоя без использования гидравлики. H1 задействовал только собственные электродвигатели M107, каждый из которых имеет пиковый крутящий момент 360 Нм. Этот гуманоид ростом 1,8 м и весом 47 кг уже установил рекорд скорости бега — 12 км/ч. А будет двигаться в перспективе еще быстрее. Его стоимость оценивается в $90 000, но до появления устройства на рынке еще далеко."
18,0.27319197707736387,-0.20916905444126074,0.7783708397331074,224247.46991404012,349,"Дожди ожидаются в Москве во вторую половину дня субботы, воздух прогреется до плюс 12 градусов, сообщил РИА Новости ведущий специалист центра погоды ""Фобос"" Леус"
16,0.3085115606936416,-0.3583815028901734,0.7851598493625663,181825.43930635837,346,"Пентагон установил новый рекорд беспроводной передачи энергии — 8,5 километра Беспроводная передача энергии может снизить расходы и упростить транспортировку топлива и оборудования для генерации энергии в удаленные места — туда, где зачастую и ведутся военные действия. Исследовательская группа под руководством Министерства обороны США установила новый рекорд оптической мощности излучения, передав 800 Вт на расстояние 8,5 км всего за 30 секунд. Предыдущие рекорды мощности и расстояния составляли 230 Вт и 2,7 км."
12,0.6535401234567901,-1.0,0.8075802043816189,128666.34876543209,324,"Госдума приняла в первом чтении законопроект, предусматривающий запрет на продажу табачной и никотинсодержащей продукции, а также устройств для ее потребления на остановках общественного транспорта. Инициатива направлена на снижение доступности табачных и никотинсодержащих изделий, особенно для молодежи, а также на уменьшение риска пассивного курения в местах массового скопления людей. Вступление закона в силу в случае принятия предлагается установить с 1 марта 2026 года"
23,0.25661180124223604,0.040372670807453416,0.7838229474073611,283281.68944099377,322,"Мошенники массово выдают себя за сотрудников Wildberries и Ozon, чтобы выманить данные у россиян. Звонят с легендами о возвратах, подозрительных операциях или заказах на крупные суммы и под предлогом «отмены» требуют код из СМС или предлагают установить удалённый доступ."
27,0.5105817610062894,-0.5943396226415094,0.7969100117308539,210897.53144654087,318,Уже через 5 часов итоги розыгрыша Samsung S25! Все условия для участия — в посте. Сразу после итогов запускаем новый розыгрыш!
28,0.2932649842271293,-0.694006309148265,0.8025558352094343,178839.09779179812,317,"Известный ИИ-исследователь Тамай Бесироглу вызвал шквал критики, запустив стартап Mechanize с миссией ""полной автоматизации всей экономики"". Компания стремится создать технологии, позволяющие заменить человеческий труд ИИ-агентами в любой профессии. Основатель оценил потенциальный рынок в $18 трлн ежегодно для США и $60 трлн глобально — суммарный объем всех зарплат в мире. При этом Бесироглу уточнил, что изначально фокус будет на работниках умственного труда. Скандал усугубляется тем, что Бесироглу также возглавляет исследовательский институт Epoch, который считался независимым оценщиком эффективности ИИ-моделей. Инвесторами Mechanize стали известные фигуры технологического мира: Нат Фридман, Патрик Коллисон, Джефф Дин и другие."
47,-0.5536064516129032,-1.0,0.8025367987732733,541856.2806451613,310,Пользователи Telegram жалуются на очередной сбой. Не загружаются медиа и голосовые сообщения. Как оцениваем работу мессенджера? – ничего не грузит – все в порядке
14,0.006688963210702341,1.0,0.752195923424086,442036.9397993311,299,"ПВО за почти 3 часа сбила 37 украинских БПЛА самолетного типа над Крымом, Черным и Азовским морями, над Курской и Белгородской областями, сообщает Минобороны"
41,0.5059360269360269,-1.0,0.8052806784006883,121027.66666666667,297,Яндекс Лавка сделала буквально круглую рекламу — сервис креативно обыграл свой слоган про доставку круглый год с помощью телеграм-кружка. После просмотра захотелось арбуза и большую круглую тарелку борща.
56,0.6774948096885813,-1.0,0.7976884914104502,296189.8339100346,289,"Путин заявил, что Россия и США могли бы запустить совместные проекты по добыче алюминия, например, в Красноярском крае."
30,0.08853684210526316,-0.3719298245614035,0.7969465678198295,284679.60701754387,285,"В Москве курьеры теперь как топ-менеджеры — на Авито появились вакансии с зарплатой до 1,3 МИЛЛИОНА рублей в месяц. Опыт — не нужен. График — как тебе удобно. Выплаты — каждый день. Похоже, доставка становится новым золотым рудником"
15,0.3499473684210526,-1.0,0.8124838741202104,127693.68070175439,285,"Путин провел телефонный разговор с президентом Киргизии Садыром Жапаровым. Российский лидер рассказал коллеге об итогах встречи с Уиткоффом и предстоящем саммите с Трампом, сообщили в Кремле"
36,0.0,-1.0,0.8020411180598396,100227.95357142857,280,"Очищаем фон ЛЮБОЙ картинки за один клик — бесплатный Clear Background уберет фон даже на самых сложных пикчах и не срежет ничего лишнего. • Работает мгновенно • Без артефактов и вотерок • Поддерживает самые популярные форматы: JPG, PNG, GIF и WEBP • БЕЗ регистрации и БЕЗ ограничений — создатель не просит ни рубля. Суперполезная тулза — здесь"
34,0.5223566176470588,-0.40808823529411764,0.7642660683349651,185004.95220588235,272,ВНИМАНИЕ! ЯН ТОПЛЕС ОБЪЯСНИЛ СМЫСЛ МЕМА «УМНЫЙ ЧЕЛОВЕК В ОЧКАХ» вы попались ...
32,0.6943185185185186,-1.0,0.8067068665115922,154682.0037037037,270,"Венгрия полностью обеспечит безопасный въезд и выезд Путина для переговоров с Трампом, заявил глава МИД страны Сийярто"
52,0.867175572519084,-1.0,0.8011178367465507,422173.4732824427,262,"ПОЛМИЛЛИОНА рублей за пару месяцев заработала девушка на своей кошке Мышуньке — всё благодаря ТикТоку. Хозяйка снимает милые видео с пушистой дивой и стабильно поднимает от сотки в месяц. Всё легально: аккаунт зарегистрирован на иностранные документы, монетизацию не срезали. Самое время устроить и своего пушистика на работу"
19,0.02959770114942529,0.9885057471264368,0.755945917061919,232720.37931034484,261,"Путин не интересуется тем, что про него пишут в книгах и снимают в фильмах, заявил Песков. «Президент России попросту не хочет тратить на это время», добавил он"
37,0.3471178861788618,-0.508130081300813,0.7954615882741727,183243.18292682926,246,Новая iOS 26 выходит 15 сентября. Ищем свой айфон на картинке.
50,0.4261260162601626,-0.7804878048780488,0.7964688624308361,185632.15040650408,246,"ЕС ввёл санкции против банков «Точка», «Ак Барс», «Синара» и «Уралсиб». С 17 марта они будут отключены от SWIFT."
58,0.5939700854700855,-0.5085470085470085,0.8147879882246001,183827.56837606838,234,"Японцы создали капсулы для «переселения» в робота. Можно отправить машину заниматься любыми делами вместо себя. Все тело превращается в пульт управления — устройство считывает даже мелкие движения мышц. За зрение отвечает шлем со встроенным экраном, куда идет прямая трансляция. Скоро у нас будет «Аватар» дома."
48,-0.9926267281105992,-1.0,0.809240630694798,149876.9539170507,217,"Рост числа мигрантов, приезжающих в Россию, сохранится до 2030 года, что обусловлено потребностью в иностранных работниках, — следует из концепции государственной миграционной политики на 2026-2030 годы"
24,0.5740892018779343,1.0,0.7525690533745457,187270.1455399061,213,"ЧТО ПРОИСХОДИТ С ТЕЛЕГОЙ И САЙТАМИ В РОССИИ?! По всей стране практически ежедневно фиксируются проблемы с мессенджером и другими сайтами, объясняем с чем это может быть связано: Эти неполадки вовсе не случайные сбои: Telegram специально сделан так, чтобы его было сложно заблокировать. Он использует внешние каналы и маскирует трафик. Для его полного отключения нужно заблокировать множество каналов, что как раз вызывает сбой в работе телеги, других сайтов и сервисов. Так уже было в 2018 году, и теперь это повторяется Полная блокировка Telegram в России сложна и дорого обойдётся. Это требует больших ресурсов: мощного оборудования, специалистов и денег. Многие эксперты считают, что будет постепенное замедление, как это сделали с YouTube Замедление проще и дешевле — ограничивают скорость, делая работу без сторонних сервисов почти невозможной Что может произойти: Снижение охватов и активности: медленная загрузка сообщений, фото или видео отпугнёт часть аудитории. Пользователи будут реже заходить в каналы, что снизит просмотры и вовлечённость; Переток аудитории к конкурентам: если Telegram станет неудобным, пользователи и рекламодатели могут уйти на платформы, которые работают без ограничений; Задержки в коммуникации: медленная загрузка сообщений, файлов или медиа затруднит оперативное общение с коллегами, клиентами или партнёрами — TELEGRAM ЖИВИ!!!"
61,0.9832971698113208,-1.0,0.7986441054996455,680138.8679245283,212,"Много нового в бета-версии Telegram для Android – Более гибко настраиваемый дизайн для Premium-пользователей: можно задать цвет своего имени, цвета блока ответа на свои сообщения и предпросмотра ссылок, кастомизировать фон в блоке ответов. – Вышеперечисленные опции доступны каналам, которые забустили до первого уровня. Дать буст нашему каналу можно тут. – Подсветка синтаксиса кода. – Можно настроить предпросмотр ссылок: перенести предпросмотр в начало, настроить размер превью, выбрать, какая именно ссылка пойдет в него, если в сообщении несколько ссылок. Скачать бету тут."
84,-0.5702095238095238,-1.0,0.8029283060913994,334632.6095238095,210,В бета-версии iOS 18 обнаружили прокачанный фонарик. Теперь помимо мощности можно контролировать угол рассеивания света. Искать упавшие под диван вещи станет еще проще.
51,-0.19126794258373206,-0.44019138755980863,0.7947045424908542,289424.22966507176,209,"Цены на фастфуд и снеки в России могут взлететь ДО НЕБЕС — Всероссийский союз пациентов предложил ввести акцизы на «вредные» продукты вроде бургеров и чипсов. Всё из-за ожирения россиян — согласно статистике, лишний вес имеют около 40% школьников и до 70% граждан старшего возраста. — не трогайте святое"
46,0.3207783251231527,-0.3054187192118227,0.7952154249393294,262041.8275862069,203,"Пары, познакомившиеся онлайн, оказались МЕНЕЕ счастливы, чем те, кто встретился вживую. К такому выводу пришли исследователи, изучив тысячи отношений по всему миру. Причины банальны: Дейтинги дают иллюзию бесконечного выбора — партнёр кажется временным. Все смотрят на лицо, а не на эмпатию и интерес. Приложения стали как казино — свайпаешь до идеала, которого нет. Услуги Ларисы Гузеевы ещё никогда не были такими актуальными..."
63,0.3906,-0.51,0.7809450781345367,292057.055,200,"Смартфон можно будет вернуть в магазин, если на него нельзя установить RuStore — с 1 сентября в России вступают в силу новые правила. В зоне риска оказываются iPhone — устройства без доступа к российскому магазину приложений и сервисам будут считаться не соответствующими обязательным требованиям. В таком случае покупатель сможет сдать гаджет по гарантии."
62,0.4813857868020304,-0.9898477157360406,0.8021913842501374,215777.73604060913,197,"Фокус, который может повторить твой бро. Главное не повторять его много раз"
42,0.11131282051282052,-0.40512820512820513,0.7987650085718204,212195.0717948718,195,"Министр обороны Швеции Пол Юнсон заявил, что планирует усилить и ускорить наращивание потенциала по борьбе с беспилотниками в связи с недавним «ростом числа нарушений» в Скандинавии. Согласно заявлению министерства обороны Швеции, инвестиции в вооруженные силы с 2026-го по 2028 год составят более 3,5 млрд крон ($367 млн), в том числе на системы ПВО и обнаружения для борьбы с вражескими беспилотниками. Финансирование поможет сократить сроки поставок оружия примерно на восемь лет, следует из документа. «Недавние нарушения и шпионаж с помощью беспилотников в очередной раз напоминают, что угрозы с воздуха играют все большую роль в современной войне», — подчеркнул Юнсон. Фото: Jonas Gratzer / Getty Images"
26,0.06369072164948454,-0.015463917525773196,0.7832363800904185,400409.8556701031,194,"Спецоперация. Обстановка и главные события на 1 октября. Группировка ""Восток"" освободила Вербовое в Днепропетровской области, сообщили в Минобороны. Потери ВСУ за сутки составили около 1495 военнослужащих. ВС России ударом ""Искандера"" уничтожили 20 грузовиков с 100 беспилотниками ""Лютый"", ещё 5 машин были поражены дронами ""Герань-2"". Глава совета депутатов херсонской Новой Каховки Леонтьев скончался после удара дрона ВСУ, сообщил глава региона Сальдо. Восстановление электроснабжения ЗАЭС по линии ""Днепровская"" пока невозможно из-за обстрелов ВСУ, сообщила РИА Новости директор по коммуникациям станции Яшина. Киев не спешит с продолжением переговорного процесса, не торопится отвечать на проекты меморандумов и предложение по трем рабочим группам, сообщил Песков. Экс-министр обороны Великобритании Уоллес призвал предоставить Украине возможности наносить дальнобойные удары, чтобы сделать Крым непригодным для жизни. Почти полмиллиона единиц огнестрельного оружия потеряно и похищено на Украине с февраля 2022 года, сообщил украинский ресурс ""Опендатабот"
53,0.14225130890052357,0.9895287958115183,0.7517634199551887,294956.63350785343,191,"41% работодателей в мире планируют сокращения персонала из-за ИИ и большие ИТ-компании уже начали это делать Отчет Всемирного экономического форума не для слабонервных: 41% работодателей по всему миру планируют сокращение штата из-за автоматизации ИИ. И пока это все вяло развивается в обычном бизнесе, ИТ-бизнес уже в тренде. Intel, IBM, Google и многие ИТ-гиганты приостановили набор тысяч специалистов в рамках реструктуризации, направленной на замену человеческого труда ИИ-системами. И сейчас перенаправляют высвободившиеся ресурсы на развитие ИИ-инициатив и автоматизацию бизнес-процессов. Чтобы вы понимали масштабы, вот один пример. Гендиректор IBM Арвинд Кришна заявил о планах автоматизации целых 30% должностей в офисах компании через внедрение ИИ-систем. И это в течение ближайших лет. Получается, ИТ-киты поедают офисный планктон. Планировалась смешная шутка, но вышло не очень весело. Новости ИИ by AIvengo"
60,0.09687894736842105,-0.10526315789473684,0.7869517762410013,296378.2842105263,190,"Банк России хочет получить информацию обо всех майнерах России. Вероятно, так будут регулировать рынок цифровых валют. Сейчас майнеры обязаны регистрироваться в системе ФНС и платить налоги с добытых монет. В этом реестре уже около 1000 участников. А для борьбы с анонимными криптообменниками и арбитражем ЦБ собираются запустить систему «Антидроп». Им собираются блокировать счета и ограничивать выпуск карт. P2P-рынок снова напрягся."
33,0.39845652173913043,0.0,0.8699638435374135,180025.03260869565,184,"Паша Воля отдает всю зарплату жене и детям — он считает, что мужчине кроме одежды ничего не нужно. Остальное ему даёт его семья — святые слова!!!"
132,0.9770491803278689,-1.0,0.8070340511577377,144442.0655737705,183,"Цены на чай, кофе, тропические фрукты и другие импортные товары вырастут на 10–20% в ближайшие месяц-полтора из-за падения рубля, — Forbes. Также перед новогодними праздниками на 5–10% подорожают продукты, которые производятся в России."
29,0.9846775956284153,-1.0,0.802770130946988,222491.68852459016,183,"Sora показала «Тетрадь смерти», если бы Кира действовал логично. Новый канон."
64,0.3651648351648351,-0.16483516483516483,0.7902347009915572,280661.8626373626,182,"Красноярская чиновница предложила отправиться на фронт тем, кто потеряет работу из-за перебоев с интернетом. В комментариях под постом губернатора местная жительница написала, что люди могут быть уволены из-за ограничений интернета. Ей ответила местная чиновница Екатерина Кузьминых: «На СВО всем работы хватит"
67,0.49588826815642456,-0.7932960893854749,0.8159736697900228,152819.03910614524,179,"В Яндекс Go появится оплата в общественном транспорте — быстро и без лишних движений. Первым городом, где заработает фича, станет Ярославль. В дальнейшим сервис планирует расширить фичу на десятки городов. Платить можно будет двумя способами: • отсканировать QR-код в салоне; • подключиться к Bluetooth-метке в транспорте. Для второго способа достаточно включить Bluetooth, открыть раздел «Транспорт», выбрать нужную маршрутку и подтвердить оплату. Не придется каждый раз вводить данные карты — деньги спишутся с той, что уже использовалась в других сервисах Яндекс Go. Билет также сохранится"
82,0.4761875,-0.5170454545454546,0.7844437164339152,148317.25,176,"Вайб-кодим по-взрослому: гении с Реддита нашли, как улучшить программирование с нейронкой В РАЗЫ — и исключить чушь и рандом в коде. Перед своим запросом вставляем: {{Описание задачи}} Моя цель — чтобы ты выполнил задачу. Но сначала давай сделаем шаг назад и как следует всё обдумаем. Сначала изучи соответствующие файлы в кодовой базе — делай это разумно, пока не получишь весь необходимый контекст для составления хорошего плана. Когда поймешь, что обладаешь всей нужной информацией, составь подробный план того выполнения задачи. Не выполняй саму задачу — просто распиши план. Убедись, что не добавляешь в него ничего лишнего сверх того, что я просил. Если пишете код с полного нуля — просто уберите предложение «Сначала изучи соответствующие файлы…». Теперь ИИ будет генерить быстро и чисто — и только то, что нужно вашему продукту. База готовых компонентов для вайб-кодинга — тут. 15 заповедей вайб-кодера — тут"
